ID	TARGET	TEXT
1318	俄罗斯在叙利亚的反恐行动	普京之前不是卖军火给敘利亞吗
1319	俄罗斯在叙利亚的反恐行动	希望一个强有力的中央政府。
1320	俄罗斯在叙利亚的反恐行动	多么美丽的城市，就这么被恐怖分了给毁了，没有一点惋惜，没有一点不忍，我都怀疑，上帝哪出了错，造出他们这帮恶魔!!!
1321	俄罗斯在叙利亚的反恐行动	中国需要这样的硬汉
1322	俄罗斯在叙利亚的反恐行动	原来玩的还是你口中最不屑的红卫兵的那套扣帽子啊
1323	俄罗斯在叙利亚的反恐行动	错别字也太多了吧
1324	俄罗斯在叙利亚的反恐行动	俄罗斯背后就是中国，难道美国不知道，所以老美也在观望！
1325	俄罗斯在叙利亚的反恐行动	这俩飞行员，，，，大毛估计又得派远程轰炸机轰一轮，
1326	俄罗斯在叙利亚的反恐行动	是狂傲还是脑残
1327	俄罗斯在叙利亚的反恐行动	土鸡最阴毒，瓦良格无动力拖回中国挨这只野仔扣了四年时间……
1328	俄罗斯在叙利亚的反恐行动	伟大的普京总统给了叙利亚人民未来
1329	俄罗斯在叙利亚的反恐行动	反恐是俄美中套近乎的共同语言
1330	俄罗斯在叙利亚的反恐行动	兔子 安安静静的在后面捡经验捡金币可好？
1331	俄罗斯在叙利亚的反恐行动	叙利亚政府的诉求完全合理，自由军应与叙政府达成叙问题的自由民主包容的文明解决方案。
1332	俄罗斯在叙利亚的反恐行动	是想看看你丫到底投的啥
1333	俄罗斯在叙利亚的反恐行动	然而金三胖是看不到的，一切都是浮云
1334	俄罗斯在叙利亚的反恐行动	俄鬼准备退路了～娘的，没有一次不是这样。
1335	俄罗斯在叙利亚的反恐行动	伊拉克那边，IS 也开始溃退
1336	俄罗斯在叙利亚的反恐行动	推到我这里来干嘛
1337	俄罗斯在叙利亚的反恐行动	人家把脸都凑上来了，你不打，不是有病吗？
1338	俄罗斯在叙利亚的反恐行动	叙利亚反对派接受和谈是唯一的畜路！
1339	俄罗斯在叙利亚的反恐行动	太可怕了 普大帝要生气了
1340	俄罗斯在叙利亚的反恐行动	法兰西傻白甜，智商真的堪忧
1341	俄罗斯在叙利亚的反恐行动	以色列敢惹俄罗斯吗？// @司马南 : 1967年，以色列粗暴地武力控制了戈兰高地，占领了河流发源地。 俄军之"误入"依然是在叙利亚的上空飞行， 以色列所谓"宣布"，名不正言不顺， 无法律基础，也无道义基础。 在约旦河西岸，以军制造了大量的人道主义灾难， 这个时候知趣一点应该选择闭嘴。
1342	俄罗斯在叙利亚的反恐行动	国际政治博弈，普京是个高手！
1343	俄罗斯在叙利亚的反恐行动	7、俄罗斯现有577架苏-24轰炸机，其中447架隶属俄罗斯空军，130架隶属俄罗斯海军。
1344	俄罗斯在叙利亚的反恐行动	俄媒中国今年还继续玩嫦娥奔月駡？
1345	俄罗斯在叙利亚的反恐行动	毛子放话了 你敢飞我就敢打
1346	俄罗斯在叙利亚的反恐行动	去看环球新军事今天关于叙利亚的文章，好多内情觉得有几分道理，这涉及了中美俄欧的利益交织，没老马说的这么有偏袒美国意图，我表示已抛弃凤凰，虚伪，假新闻不断～ http://t.cn/RyTd5iO
1347	俄罗斯在叙利亚的反恐行动	你的fb叫啥名啊
1348	俄罗斯在叙利亚的反恐行动	宋老师真是料事如神，就像当时对泛亚的预测:泛亚就是互联网金融！美国都吃不透的叙利亚，俄罗斯有什么能力去摆平？再继续拖下去，俄罗斯也跟着玩完！！土耳其敢把俄罗斯的飞机打下来就是要告诉你:你算个jb！叙利亚注定要被各种势力分割，但是俄罗斯肯定不会成为赢家！
1349	俄罗斯在叙利亚的反恐行动	【钟洋说事】我想去一日游……是否需要提前预定啊
1350	俄罗斯在叙利亚的反恐行动	会不会像朝鲜半岛一样分成两半？
1351	俄罗斯在叙利亚的反恐行动	穷途末路的美国鬼子已经没有力量纠集足够的力量来对抗中国了。但要防止美鬼启动早就卧底好了的高层间谍。锄奸定要到位！好了！春风把我粉嫩的黑脸蛋，吻得肉麻；凉台上的太阳，也把我这个酒晕子晒得暖洋洋、困乏乏地想睡觉啦！哈哈……！再喝一杯，睡得更香。干杯！哈利路亚，阿弥陀佛！大圣于小灵隐
1352	俄罗斯在叙利亚的反恐行动	// @戴旭网络义勇军贰师 : 以俄在叙部署s400为标致，北极熊已正式将美在中东的利益撕成了碎片。中国应积极接手从中东撤出的资本，是为上策// @戴旭 : 普京说话很朴实。不用书面语言，不用外交辞令，不管什么人，一听就懂。土耳其敢试试吗？
1353	俄罗斯在叙利亚的反恐行动	全面洗牌利于美国吗，不利于叙利亚人民吗
1354	俄罗斯在叙利亚的反恐行动	赞一个，真正的男汉孑普京。
1355	俄罗斯在叙利亚的反恐行动	我认为美国负责剿灭伊拉克境内的isis，俄罗斯负责剿灭叙利亚境内的isis。这样就会很快消灭恐怖分子。
1356	俄罗斯在叙利亚的反恐行动	土鸡要赢得战争必须先打赢空战。否则地面部队进去那是灰。但是空战就要直接面对俄罗斯。撕开脸皮之后俄罗斯就会直接轰炸土军的哦。
1357	俄罗斯在叙利亚的反恐行动	不管是什么制，你们随便吧，反正我是不管了，、、、自身难保了！
1358	俄罗斯在叙利亚的反恐行动	这360度的智商果然只有土鸡才配拥有
1359	俄罗斯在叙利亚的反恐行动	这得为朝鲜点赞
1360	俄罗斯在叙利亚的反恐行动	朋友请我吃饭，席间大谈普京赢了，因为他分化了美国与北约，俄罗斯空袭ISIS其实就是向美国宣战，因为ISIS的真正后台是美国，世界各地的恐怖事件都是美国制造的。如果没有俄罗斯，这个世界将被美国吞并。我吃惊的望着他问，这些信息你都是在哪里获得的，他憨憨的望着我说，我一直都认为事实应该是这样的
1361	俄罗斯在叙利亚的反恐行动	‘我们不是这样的国家’ 含蓄中凸显霸气！！！
1362	俄罗斯在叙利亚的反恐行动	确实如此！美国鬼子无赖之极，败类至极！！！美国鬼子的走狗更是下贱至极。不然，谁听从乞丐的使唤呢？难道美国鬼子不是当今世界上最大的恶霸型国际乞丐吗？？？肯定是的！！！欠债不还，不但不感恩，而且还刁难中国。太下三滥了！！！
1363	俄罗斯在叙利亚的反恐行动	如果中国军队要出兵的话,费用可以参考日本付给美军的保护费,不用美军那么高,但中国军队的吃喝拉撒、军费等所有费用总得他们出吧,按国际惯例,他们还要采购中国的装备.不然我们去干嘛,谁付钱？
1364	俄罗斯在叙利亚的反恐行动	商量好了？怪不得油价涨了
1365	俄罗斯在叙利亚的反恐行动	國足成為全球第一支準備2022世界杯的球隊
1366	俄罗斯在叙利亚的反恐行动	只知道土耳其已占下风了。
1367	俄罗斯在叙利亚的反恐行动	哎呀妈呀，这民主之路坎坷的…呵呵呵呵！
1368	俄罗斯在叙利亚的反恐行动	2个没得人心的家伙
1369	俄罗斯在叙利亚的反恐行动	那个被打的宋鸿兵预言的很准，不撤军，俄内部会出大问题
1370	俄罗斯在叙利亚的反恐行动	小散快跑，套。
1371	俄罗斯在叙利亚的反恐行动	土鸡这种给疆独分子发护照训练的贱鸡真是死一万次都不够，支持俄国炸死他
1372	俄罗斯在叙利亚的反恐行动	他捍卫了真正军人的荣誉，致敬！⚔
1373	俄罗斯在叙利亚的反恐行动	接不接纳，四岛也是我的。
1374	俄罗斯在叙利亚的反恐行动	飞行员带个手枪也能叫事儿……乌干达人质营救行动，以军给大力神运书记飞行员配的不光有uzi冲锋枪，还发了很多美钞，带护照，防弹背心，钢盔什么的，以备坠机后保命逃跑用。不过等他们完成任务回去，那笔美元又被上级收回了，啧啧，寒心呐…… @夜郎国主 @防务君
1375	俄罗斯在叙利亚的反恐行动	别影响买400进度就行了
1376	俄罗斯在叙利亚的反恐行动	这就是美国的流氓逻辑。
1377	俄罗斯在叙利亚的反恐行动	土耳其是真辣鸡，
1378	俄罗斯在叙利亚的反恐行动	 这次的撤军不会这么简单，美国要来中国了，美国必须从中东脱身，所以把乌克兰给俄罗斯！然后在叙利亚上实行联邦制，这种不分裂也不统一的模式是和局！鸿观即使已经看到了这点，也不可能在节目这么说，会被和谐。等美国准备好了，在韩国来一波苦肉计嫁祸朝鲜就可以开始进攻了！
1379	俄罗斯在叙利亚的反恐行动	美帝支持isis那是啥年代的事了？那时是isis么？照这么说，中国支持过北越，所以后来越南搞的那些事，包括中越边境冲突，怪中国了？
1380	俄罗斯在叙利亚的反恐行动	那些抹黑英雄的人都是可耻的
1381	俄罗斯在叙利亚的反恐行动	最该被派驻联合国部队的是沙特，这个国家本身是恐怖老窝
1382	俄罗斯在叙利亚的反恐行动	N个小北极熊即将诞生。
1383	俄罗斯在叙利亚的反恐行动	两派团结，干死is.俄罗斯是叙利亚人真心朋友。
1384	俄罗斯在叙利亚的反恐行动	如果确实是赞成，也是可以理解的。
1385	俄罗斯在叙利亚的反恐行动	老马是霉国代言人不错
1386	俄罗斯在叙利亚的反恐行动	八成是毛子干得
1387	俄罗斯在叙利亚的反恐行动	你们老大粗事了
1388	俄罗斯在叙利亚的反恐行动	如果不是俄罗斯和美国阻挠，中国早有图160了
1389	俄罗斯在叙利亚的反恐行动	怎么叙政府军的土地反而变少了
1390	俄罗斯在叙利亚的反恐行动	 @仝潇华 图三，哈哈
1391	俄罗斯在叙利亚的反恐行动	是啊！ISIS是你亲人啊！麻痹土耳其，还窝藏东突分子，草你妈！狗逼国家
1392	俄罗斯在叙利亚的反恐行动	以中国男足目前的实力其实和谁一组都是死亡之组，只有背水一战全力以赴，才能求得一线生机 加油 (^ω^) 男足！
1393	俄罗斯在叙利亚的反恐行动	is坐大到纳粹水平，俄国还能成为同盟国。
1394	俄罗斯在叙利亚的反恐行动	该出手时就出手，这才是朋友。不像某些没有朋友的国家。
1395	俄罗斯在叙利亚的反恐行动	国内质疑黄继光、邱少雲、董承瑞、狼牙山五壮士的公知、太监们怎么不质疑了？
1396	俄罗斯在叙利亚的反恐行动	要么和美帝私底下谈好了
1397	俄罗斯在叙利亚的反恐行动	的确是畅所欲言
1398	俄罗斯在叙利亚的反恐行动	支持俄罗斯人民捍卫世界和平的英勇斗争！支持叙利亚等许多国家抗击美国狗侵略屠杀掠夺的英勇斗争！
1399	俄罗斯在叙利亚的反恐行动	不要对普京的个人崇拜而迷惑了事实，俄罗斯战机在土耳其的领空盘旋，侵犯他国的领空权，将其战机击落合乎情理；我倒是敬佩土耳其的胆识，若是别国战机在中国领空盘旋，情况会怎么样呢？
1400	俄罗斯在叙利亚的反恐行动	好歹说出了个理由～
1401	俄罗斯在叙利亚的反恐行动	联合国的任务就是铲除IS，至于叙利亚国家总统是谁，那是别国内政，不要干扰好吗？
1402	俄罗斯在叙利亚的反恐行动	伊拉克士兵太差劲，
1403	俄罗斯在叙利亚的反恐行动	人不作死枉少年
1404	俄罗斯在叙利亚的反恐行动	都是北约的好么，
1405	俄罗斯在叙利亚的反恐行动	英雄，都将载入史册！
1406	俄罗斯在叙利亚的反恐行动	不一定，熊反正顶不住的话绝逼找突破口转移到战争去，这个核武年代土鸡分分钟变炮灰。老美说白了也不敢跟熊硬来，真出屎了，老美吃不了兜着走。
1407	俄罗斯在叙利亚的反恐行动	有种世界要大乱的感觉
1408	俄罗斯在叙利亚的反恐行动	美国是邪恶的轴心，沙特是邪恶的大帮凶，沙特最支持叙利亚反对派，普京好好招呼他们// @浪迹天涯的火凤 : 转发微博
1409	俄罗斯在叙利亚的反恐行动	支持全世界70亿人民英勇地反抗美帝国侵略主义者的侵略屠杀掠夺压榨剥削和血腥殖民统治之斗争！
1410	俄罗斯在叙利亚的反恐行动	股市中经常能听到一句话，会买的是徒弟，会卖的才是师傅，而我玩股这几年就信服两 位，前者众所周知的【楼主】后者【霍存华】,关于何时进。何时卖出比较欣赏 【霍存华】 的法则，什么时候买什么时候卖，制定出合理的止盈位，真正达到趋利避害！参照价值大, 非常 df
1411	俄罗斯在叙利亚的反恐行动	土耳其已经挂了
1412	俄罗斯在叙利亚的反恐行动	美国一说普京犯错误，俄罗斯人民就笑了
1413	俄罗斯在叙利亚的反恐行动	 @DJI大疆创新 你家精灵
1414	俄罗斯在叙利亚的反恐行动	卧槽…… 一路走好
1415	俄罗斯在叙利亚的反恐行动	这个世界没有公平正义， 唯有实力才是一成不变的真理
1416	俄罗斯在叙利亚的反恐行动	赶快撤回来吧，三胖子牛逼能吹上天，维护亚洲安稳俄发挥不可估量的作用！
1417	俄罗斯在叙利亚的反恐行动	极端思想是调解不了的
1418	俄罗斯在叙利亚的反恐行动	找對了金主了，這叫物以類聚
1419	俄罗斯在叙利亚的反恐行动	五大流氓开始收网，可怜的不安者继续在彻底覆灭的路上干瞪眼。哎，为了人类迈向新的没事好时代，你们安心的去吧~
1420	俄罗斯在叙利亚的反恐行动	北方四岛是安倍心中的痛啊~
1421	俄罗斯在叙利亚的反恐行动	希望中国政府加大对叙利亚军事援助。。。
1422	俄罗斯在叙利亚的反恐行动	貌似自苏联在阿富汗战争后第一次海外军事行动吧。
1423	俄罗斯在叙利亚的反恐行动	靠，果然想自毙么？科波拉前几天信息说土耳其想在行星突破前进行一次剧烈却短暂的军事扩张。
1424	俄罗斯在叙利亚的反恐行动	打回原形，解散再组才是出路
1425	俄罗斯在叙利亚的反恐行动	由主席马苏德·巴尔扎尼、内阁（自治政府）总理尼吉万·巴尔扎尼领导的库尔德斯坦，社会稳定。希望反对派和革命力量全国联盟主席胡杰、“临时政府总理”图迈赫领导的叙利亚，能够逐渐包容即将诞生的”西库尔德斯坦“，并联手库尔德斯坦，解决与”伊斯兰国“的冲突，恢复社会稳定。
1426	俄罗斯在叙利亚的反恐行动	 // @占豪 :【看来，后面得接着分析】法医：A321乘客躯体的损坏特征或表明在机上发生过爆炸。全文 详见: http://t.cn/RUi4hqb 占豪: 美国消息人士指出，俄坠机当时西奈半岛上空的一枚美国人造卫星曾侦测到热闪光，飞机可能是被炸弹袭击。
1427	俄罗斯在叙利亚的反恐行动	哎太傻了 大家都知道俄罗斯对ISIS的打击是有目共睹的。土这么说把自己放在反ISIS的对立面的
1428	俄罗斯在叙利亚的反恐行动	你们发新闻不动脑子的吗。
1429	俄罗斯在叙利亚的反恐行动	明年的美剧国土安全估计会这样编剧。
1430	俄罗斯在叙利亚的反恐行动	出其不意也可解释为 没个准主意
1431	俄罗斯在叙利亚的反恐行动	我早就说过，美国才是最大的恐怖组织
1432	俄罗斯在叙利亚的反恐行动	上海滩强哥范儿
1433	俄罗斯在叙利亚的反恐行动	再继续下去，IS真的要断了资金来源了。
1434	俄罗斯在叙利亚的反恐行动	我认同 @破破的桥 关于isis 已成为叙利亚巴沙尔盟军的判断.虽无正式盟约,但若无默契,战场上不可能如下图如此配合.少给我扯isis 是逊尼,巴沙尔是什叶派不可能合作.敌友是经常转换的,为反美,什叶派巴沙尔就支持过逊尼isis,为了反以色列,什叶派叙利亚和逊尼派伊拉克同样是盟友.
1435	俄罗斯在叙利亚的反恐行动	真正的 幕后是美国和北约！// @田成之01 : 说个屁，打！想想啊，再怎么样，俄罗斯也是在打恐怖组织IS不是？
1436	俄罗斯在叙利亚的反恐行动	没有避开伊朗和韩国，国足抽到的是绝对的、格外的“下下签”。不过，足球是靠脚踢出来的，不是用手抽出来的。与其反反复复机关算尽，还不如真真切切踢好每一脚球、每一分钟、每一场球。足球是圆的，多给国足一切鼓励吧！梦想总是要有的，艰难困苦、玉汝于成，梦想一定能成为现实！
1437	俄罗斯在叙利亚的反恐行动	果然是不靠谱的普
1438	俄罗斯在叙利亚的反恐行动	安倍自卑而又狂妄，如此“两面人”不是低估了全世界的智商，就是高估了自己的演技。一个只会谄媚惑“主”、投机取巧之辈有何面目跻身世界领袖之林？一个不敢正视自己历史、搬弄是非的国家有何面目奢望“入常”，一支敬奉国际战犯、血债累累的“自卫队”有何面目妄议世界和平。“两面人”跑不出大国地位
1439	俄罗斯在叙利亚的反恐行动	次世代恐怖分子。。。当各国反恐部门循着套路开展工作时，新一代的恐怖分子又诞生了
1440	俄罗斯在叙利亚的反恐行动	哈哈哈哈 没钱了 没有给买单的 isis还健在别走啊
1441	俄罗斯在叙利亚的反恐行动	《悔之已晚》 土鸡行事太鲁莽 得罪俄帝不应当 仗势逞强充好汉 害人不成己受伤 暗与恐怖作勾连 情报凿凿揭烂疮 纵有百口也难辩 倾尽河水洗更黄 嘴巴虽硬身已软 进退失据悔断肠 更叹毛子有章法 刀刀刺在七寸上
1442	俄罗斯在叙利亚的反恐行动	苏系飞机完美收官，下面是米格飞机、卡52等军机出场表演、锻炼
1443	俄罗斯在叙利亚的反恐行动	各路媒体要好生引导，不妄自菲薄，不高调行事，但球员一定要用拼得出来的，足球比赛90分钟是科学和智慧的高度统一体，以弱胜强比比皆是，紧张会死人的，高洪波切记！别再发生97金州对伊朗下半时的崩溃就好！先做好一个合格的搅屎棍再说下一步吧！
1444	俄罗斯在叙利亚的反恐行动	// @司马南 : 1967年，以色列粗暴地武力控制了戈兰高地，占领了河流发源地。 俄军之"误入"依然是在叙利亚的上空飞行， 以色列所谓"宣布"，名不正言不顺， 无法律基础，也无道义基础。 在约旦河西岸，以军制造了大量的人道主义灾难， 这个时候知趣一点应该选择闭嘴。
1445	俄罗斯在叙利亚的反恐行动	怎么有反对派？不是签了停战协议吗？
1446	俄罗斯在叙利亚的反恐行动	肌肉强壮了，傍大哥的就来了。
1447	俄罗斯在叙利亚的反恐行动	出兵叙利亚背后目的为了解除经济制裁
1448	俄罗斯在叙利亚的反恐行动	现在要求巴沙尔下台，恐怕有点晚吧。俄罗斯已经犯下严重战争罪行，如果不死挺巴沙尔到底，普京也没法在叙利亚立足。
1449	俄罗斯在叙利亚的反恐行动	俄国这个纪录，比美国和联军的袭击，差很多。只是比谴责国强而已。
1450	俄罗斯在叙利亚的反恐行动	生民幸甚！ 世界的玩家还是美俄，不服气不行。
1451	俄罗斯在叙利亚的反恐行动	不是导弹击落的，导弹击落会有很明显的痕迹，而且isis据说还没有射程超过6000米的地对空武器…
1452	俄罗斯在叙利亚的反恐行动	大家好，自我介绍下：我叫孙岩，吉林人，目前在云南藏区支教。我有个心愿，就是能让更多的人加入到公益事业中来，让更多人了解到贫困山区的儿童，但我个人的力量是渺小的，所以想恳请你们帮忙转发下置顶微博，谢谢
1453	俄罗斯在叙利亚的反恐行动	猜测美国会不会被自己养大的IS反咬一口
1454	俄罗斯在叙利亚的反恐行动	中国可能会是下个袭击目标
1455	俄罗斯在叙利亚的反恐行动	综合分析:伊朗韩国日本澳大利亚能直接占四个出线名额，卡塔尔和阿联酋争另外0.5个。中国队要有戏，除非归化埃尔克森和保利尼奥。
1456	俄罗斯在叙利亚的反恐行动	这还举报 呵呵 纯装逼
1457	俄罗斯在叙利亚的反恐行动	马哥，您能让我看看你牙？
1458	俄罗斯在叙利亚的反恐行动	建筑男+红警迷最爱的视角，一张张鸟瞰图和红警地图的即视感
1459	俄罗斯在叙利亚的反恐行动	11.11这期节目没有录制好，特约嘉宾观点太片面了，不懂互联网，也没有数据支持。
1460	俄罗斯在叙利亚的反恐行动	恐怖袭击神马的最烦人了，自己不喜欢政府找平民撒什么火
1461	俄罗斯在叙利亚的反恐行动	中国不会傻到去做这样的冤大头！只要像现在，严格把关，默默严打恐怖分子，不要让恐袭发生在中国，内外都没有施压的借口，中国就能泰然自若！我最担心的是，美国冒险策划在中国的恐袭，逼迫中国高调参与中东反恐，那就惨了。对此不得不高度警惕，严防恐袭！
1462	俄罗斯在叙利亚的反恐行动	我想知道叙利亚人民对巴沙尔什么态度，希望他下台还是留任？
1463	俄罗斯在叙利亚的反恐行动	凤凰卫视的国际视野有点搞笑，西方的跟屁虫，还有漁村的自大。
1464	俄罗斯在叙利亚的反恐行动	大国主义自己利益高于一切，从来不要在乎别国人过什么生活你对他们没有任何义务，就像美国不会对伊拉克阿富汗叙利亚人民过何种生活负责任一样，只要达到自己战略目的就OK了。
1465	俄罗斯在叙利亚的反恐行动	美俄连手在中东反恐，不可能。中美冲突没有发展到美俄那么激烈，所以中美可以坐下来慢慢谈，美俄则采取搏击手段。更重要的关键是美国办事总是采取丛林法则，明显与它推行的民主精神背道而驰
1466	俄罗斯在叙利亚的反恐行动	正合美国人意。沙特、土耳其在叙开战会拖住俄罗斯，拉下北约，形成北约对俄罗斯，可谓一箭三雕。金三胖一个鸟蛋促成了日韩对付中国的紧密同盟。世界四大势力：美国、俄罗斯、欧盟、中国，其中三家被卷入，只有美国隔岸观火。钱会流向最安全的地方---美国
1467	俄罗斯在叙利亚的反恐行动	 这是必须的！普京大帝同志，绍伊古大将同志！ ••••••••• ••••• 【草堂】 @俄罗斯驻华大使馆
1468	俄罗斯在叙利亚的反恐行动	。。。普京最近旁边有本毛选。。。
1469	俄罗斯在叙利亚的反恐行动	博主精神分裂症！蛇精病！
1470	俄罗斯在叙利亚的反恐行动	现在普京在俄罗斯的支持率好像是70%左右，别总说人家独裁了，人家和特朗普一样，都是本国人民选出来的
1471	俄罗斯在叙利亚的反恐行动	土耳其人最恶心
1472	俄罗斯在叙利亚的反恐行动	是有病还是真的是抢手？
1473	俄罗斯在叙利亚的反恐行动	真主党武装可是一支训练有素的精兵！
1474	俄罗斯在叙利亚的反恐行动	是卢宇光？ 祝安！
1475	俄罗斯在叙利亚的反恐行动	西方对温和反对派的支持欠缺程度。
1476	俄罗斯在叙利亚的反恐行动	伊尔96曾经在没有人的情况下在地面上自燃
1477	俄罗斯在叙利亚的反恐行动	叙利亚合法政府的态度至关重要！美国试图推翻一个国家的政权是国家恐怖主义的典型代表。土耳其总统的倒打一耙是学习美国的结果，美国所犯错误却指责俄罗斯，土耳其学到家了。
1478	俄罗斯在叙利亚的反恐行动	普京的拿手好菜——“烤土鸡‘’
1479	俄罗斯在叙利亚的反恐行动	司马昭之心，天下人皆知。不过运气不佳，不但美梦难成还会赔上老本。
1480	俄罗斯在叙利亚的反恐行动	 嗯。 @俄罗斯驻华大使馆
1481	俄罗斯在叙利亚的反恐行动	这些资料是怎么泄露的？
1482	俄罗斯在叙利亚的反恐行动	打打，这两都不是什么好货
1483	俄罗斯在叙利亚的反恐行动	说说明天对股市的影响
1484	俄罗斯在叙利亚的反恐行动	好像五角大楼和白宫在南海的立场也不一致，五角大楼比白宫更强硬？
1485	俄罗斯在叙利亚的反恐行动	这种脑子有坑的言论就不要再发了好吗，侮辱人智商
1486	俄罗斯在叙利亚的反恐行动	中国可以象征性的提供一些武器装备意思一下
1487	俄罗斯在叙利亚的反恐行动	对这种狐假虎威，狗仗人势的奴才国家就该狠狠教训乃至打瘫！
1488	俄罗斯在叙利亚的反恐行动	起碼巴軍應該承認失去對國家的控制聯合YPG和自由军來對抗isis和基地，组建联邦政府，不然巴军会被打残废的、俄美的态度越来越倾向YPG、
1489	俄罗斯在叙利亚的反恐行动	 // @刘仰 : // @雷希颖 : 最新数据
1490	俄罗斯在叙利亚的反恐行动	想起了上次航展表演的坠的28
1491	俄罗斯在叙利亚的反恐行动	IS的背后估计就是西方的某些国家，怎么和解？
1492	俄罗斯在叙利亚的反恐行动	我总感觉沙特找死，即使赢了这战争，他也会死，银子用光了。何况，他开辟了两个战场，还有也门。而且，他的武器全是进口的贵家伙！
1493	俄罗斯在叙利亚的反恐行动	你好。。。。。。。
1494	俄罗斯在叙利亚的反恐行动	观点独特，有点新意
1495	俄罗斯在叙利亚的反恐行动	以色列应该成为中国的朋友。由于巴勒斯坦问题，中国与以色列的关系始终保持一定的距离。以色列对中国支持巴勒斯坦是有看法的。
1496	俄罗斯在叙利亚的反恐行动	想消灭没能力的如美欧，有能力但又留着吊胃口的就只有捕鲸了，但他是要吊谁得胃口？问题来了。。。 // @李牧 :ISIS排名第一的敌人是叙利亚现政府，第二是伊朗，后面才是欧洲美国。俄罗斯现在公开军援叙利亚政府，理由就是消灭ISIS。那么美国在这盘棋里的头号敌人是谁？是叙利亚现政府……
1497	俄罗斯在叙利亚的反恐行动	 最右对沙特的这声“同志”称呼讽刺够狠！如果沙特出兵，地形似属旷野，适合大规模野战和空中打击。沙特配备了全套最先进美式装备，希望看到 叙利亚 军队使用中国武器、在配备中国造预警机的 俄罗斯 空军支持下与沙特军交手，正好实战检验兵器// @郑维 : 沙特的同志们！千万小心 俄罗斯 误炸
1498	俄罗斯在叙利亚的反恐行动	不要把事情闹大……他也真是说的出口……
1499	俄罗斯在叙利亚的反恐行动	飞机进入土领空17秒，5分钟内警告10次。土飞机起飞到射击需要多久？不是蓄谋已久？我真是算不过来。谁给解答一下。渣渣国家，长期支持东突势力，isis。瓦良格号过土耳其被敲诈10亿美元过路费。支持普京大帝整顿土鸡
1500	俄罗斯在叙利亚的反恐行动	给老百姓扣五毛帽子的才是深得文革精髓，就你们这帮人，早就在对立面了
1501	俄罗斯在叙利亚的反恐行动	图片评论 http://t.cn/RqANDgP
1502	俄罗斯在叙利亚的反恐行动	战争啥时候才会消失 ？为啥非要打起来不可 ？
1503	俄罗斯在叙利亚的反恐行动	哈哈，一些挺俄的，也不拿地图看看，叙利亚基地离土耳其才多近，俄毛飞机升空，就被雷达跟踪了，打谁啊，北约标准的准头，可是发现即被消灭，还狗斗呢，又不西部片，AIM-120超视距打得连敌机的影都没见着
1504	俄罗斯在叙利亚的反恐行动	哈哈哈哈哈哈哈哈哈反派死于话多
1505	俄罗斯在叙利亚的反恐行动	俄军进入叙利亚打击ISIS完全是单方利益驱使的一石二鸟行为，美国明知普京另有所图，但碍于反恐的正义只能被迫接受，俄美两国的根本利益诉求不同，谁都不会给对方抬轿子，两国绝不可能走上共同反恐之路。
1506	俄罗斯在叙利亚的反恐行动	这，有没有可能垫底
1507	俄罗斯在叙利亚的反恐行动	扶植个库尔德人的政府，土耳其就哭吧！北非还有伯伯人，扶植他们独立！中东就乱上加乱了// @王小东 : // @高程CASS :综合多方消息，土耳其这次炮击库尔德人在道义上其实还是满失分，连美国此前都承认，叙利亚库尔德人是打击ISIS的主力。
1508	俄罗斯在叙利亚的反恐行动	好熟悉的微货，就是涂装不是蓝色
1509	俄罗斯在叙利亚的反恐行动	当下的中国市场要想玩好股票， 必须要跟对人，而我炒股几年了只佩服两个人，一 个是大盘高手【花荣】另一个是短线高手【明远财经】，特别是 【明远财经】 他的微博里他总结的上升回档和涨停追击、如何抓涨停法和高抛低吸法很不错，还不收费的给我们讲建议大家去他微博看下
1510	俄罗斯在叙利亚的反恐行动	抽了个好签，一个字，拼！
1511	俄罗斯在叙利亚的反恐行动	 @吴大辉-THU 吴老师你绝的沙特和土耳其有没有存在共同目地的肯能信？
1512	俄罗斯在叙利亚的反恐行动	俄罗斯当然不能承认。重要的是巴萨尔有没有否认。俄罗斯对叙利亚政策松动早已出现，最重要的是俄必需保留在叙的军事基地，尤其是军港。
1513	俄罗斯在叙利亚的反恐行动	你们这些独裁暴政国家只能臭味相投，蛇鼠一窝，沆澥一气；你们将受到来自全世界正义国家与人民的鄙视与厌恶。。
1514	俄罗斯在叙利亚的反恐行动	其实，普京没有说错吧，回答的很好啊，表面上看很正义
1515	俄罗斯在叙利亚的反恐行动	2014年的独立调查报告就已经从多方面的证据证明了：1.土耳其协助各国投奔isis的圣战分子去往叙利亚战区。2.土耳其有isis招募点。3.土耳其向叙利亚运送武器。4.isis的伤员在土耳其回复治疗。美国这种彻头彻尾的谎言会引来更多反美的打击。侯赛因.奥巴羊需要记住有人f..k goat
1516	俄罗斯在叙利亚的反恐行动	与熊为伍的下场。
1517	俄罗斯在叙利亚的反恐行动	伊尔96自己就是个油老虎，性能不可靠，普京出访曾经返航前故障，美军都不需要747加油机，就苏联战略空军的规模搞伊尔96加油机纯粹闹着玩，实际上就是闹着玩只造了两架。，还不知道造好没有
1518	俄罗斯在叙利亚的反恐行动	俄战机起飞，报仇的机会到了。
