ID	TARGET	TEXT	STANCE
1815	开放二胎	2016.04.17 嗯，今天上午的考试又觉得是会的，那就坐等成绩吧。考完试找朋友去玩，一起去看另一个朋友的二胎小儿。我现在真的很习惯小孩，一下午都和小宝贝们在一起，还有就是听听朋友们的牢骚，有了娃以后老公咋样，还有和婆婆咋样，长知识啊。	FAVOR
1816	开放二胎	每一个人心里大概都有个闪闪发光的ta 我的遗憾是没有一个骑单车上下课的学生时代&一个帅帅的二胎弟弟#谁的青春不迷茫#	FAVOR
1817	开放二胎	吃饱就想坐，想躺，想睡，从生萌姐到现在肚子从未消过，难怪人家以为我又怀二胎。[流泪][流泪][流泪][流泪][流泪] |儋州·那大...	NONE
1818	开放二胎	小时候总在想，如果能有个哥哥就好了！可是，像我们这种8090后显然是没有这种机会的，谁让我们是尊贵的独生子女限量版呢？好在现在开放二胎啦，8090后们也到了适婚年龄～差不多可以度两次蜜月哦！！！	FAVOR
1819	开放二胎	看着自己没有上去这趟地铁，觉得中国的人口真的多，虽然现在老龄化严重，可是自从二胎政策放开，不久的将来是不是也会人口膨胀，该担忧吗？总之我每次搭地铁都是拥挤刚才看到小孩子小身体在人满为患的车厢内，就觉得大家能让还是让让吧…	AGAINST
1820	开放二胎	根本看不了啊！太皮了结婚前一直想要两个娃，觉得领着宝宝一家四口很有美感～怀孕到现在各种累各种疼就很犹豫还要二胎么……今天这一现实直接、彻底的断了念想～累虚脱了～根本看不了两个娃啊～还是一个宝贝疙瘩好吧	FAVOR
1821	开放二胎	【多生孩子保家卫国！黑龙江边境城市可生三胎】二胎还没来得及生，三胎的政策来了。黑龙江省人大修改计划生育政策，规定除少数民族和特殊家庭之外，边境城市人口也可以生育三胎。包括漠河、绥芬河在内的18个边境县享受此政策。大嘴巴在想，这个政策可能是因为边疆老虎猛兽太多。。。#大嘴啃天#	NONE
1822	开放二胎	#非法疫苗# 还中国梦呢 下一代都坑害 还要开放二胎 都是国家政策法律问题 那些国家部门也是吃软饭的 拿着纳税人的钱逍遥 贪污 没有一点点底线 |杭州·下沙...	AGAINST
1823	开放二胎	那么请问国家为了拉升经济开放二胎政策，大家都去生二胎，谁来为学校企业负责？老师都去生孩子，谁来教书？！！	AGAINST
1824	开放二胎	#家庭教育#【爱和分享是家庭教育的重要一课】中国全面二孩政策正式放开后，在有些家庭中，出现孩子排斥甚至抵制的言行，给父母增加不少压力。青少年研究中心孙云晓：生二胎的父母既要照顾孩子的感受，通过引导，让孩子做好心理上的准备，同时在平时也要注重孩子的爱心、责任心和分享品质的培养。	FAVOR
1825	开放二胎	#全面二胎#感觉并没有什么卵用。不想生的人就算生二胎有奖励也不会生，想生的人就算超生了罚款了也还是生生生生生，越是发达的地区越是不想生，越是落后的地区越是不遵守计划生育政策越要生，感觉只有提高国民的身体素质和改变落后的思想才是真正应该做的	AGAINST
1826	开放二胎	我个人对开放二胎一点点意见都没有，国家老龄化趋势你开三胎四胎鼓励多少胎都没问题，但单把生育成本全给女的担着，直接让企业背着女性带薪产假的担子，那还是去你大爷的开放二胎吧	AGAINST
1827	开放二胎	2016年为丙申猴年，纳音为山下火，在经过了巳午未火旺之年后，终于进入了以申金为主导的年份，随着二胎政策的开放，很多人都一定希望自己能够上一个猴宝宝，那么肯定大多数人都会关心属猴的几月出生最好？然... |2016属猴的...	FAVOR
1828	开放二胎	表想二胎的事，不可能，我不是为了家庭牺牲一切的人，我也要有自己的事业和人生！必要时，你，我也可以不要！人无论何时都要找准自己的位置！绝对忠言，开放什么二胎的，就想让老百姓繁殖劳动力，生也是你们说的算，不生也是你们说的算，怎么不开放二夫？什么社会问题都解决了，操，一群刁民！	AGAINST
1829	开放二胎	光开放二胎有屁用啊，还不是女人辛苦？又要生、又要带、又要赚钱，请求开放二夫！！	AGAINST
1830	开放二胎	让计划生育的是你！让开放二胎的是你！让物价上涨的是你！让工资降低的是你！是你！是你！全都是你！你这么牛掰，你咋不自己玩呢！我们生在这样的国家、从小教育我们爱国，怎么爱国？活着不只是眼前的苟且、也有可能是下一秒的灭绝。我是九零后、我为自己尿血。	AGAINST
1831	开放二胎	#家产只分给儿子#这种事情真是很无语啊……如果两位女儿因此拒绝父母是不是又会被道德绑架说什么只认钱不孝顺父母呢！我觉得现在的老人应该意识到男女平等了吧，毕竟男孩也没带来什么实际好处吧突然觉得在男女平等意识还很浅薄的中国开放二胎对女孩子真的好嘛	AGAINST
1832	开放二胎	发表了博文《河南高中老师被迫取号怀孕校方：做不到就走人！》来源：中国网作者：日期：2016-04-02　　　　生孩子还要排号，真是第一次听说过。如今，随着二胎政策的开放，许多家庭都准备迎来第二个宝宝。|河南高中老...	AGAINST
1833	开放二胎	皇恩浩荡，终于开放二胎政策了。记得小时候经常看到乡里下派工作组到农村，对于超生的罚款，交不起罚款的把你家猪赶走，上房揭瓦。正在怀孕的强行流产，如果找不到孕妇就祸及你的亲属。	FAVOR
1834	开放二胎	朋友圈，QQ空间，微博晒孩子的一大把一大把，好多人都是在读大学的时候没恋爱，然而毕业后恋爱结婚生崽一气呵成，突然感觉我结婚早，生崽真的算晚的！现在二胎的又来了，似乎都赶不上别个的步伐了！	FAVOR
1835	开放二胎	中国开放二胎政策，女性地位简直要倒退30年。离开职场，回归家庭对女性的长远发展来说是非常不利的。完全回归家庭几乎可以说没有任何保障。我呼吁身边的人让国家认可全职太太对家庭的付出，并且保障其权益，如离婚时财产的分割，孩子的归属。我们发声，我们抗议，都是在争取属于自己的权利。	AGAINST
1836	开放二胎	别开放二胎了好不好。急死我啦！挤死我得了！车站快塌了我感觉	AGAINST
1837	开放二胎	看到这个名字我只想告诉这孩子的父母国家已经开放二胎政策！	FAVOR
1838	开放二胎	开放二胎的可能结果:越来越少的老人能够帮忙带孩子，因为退休延迟了，能够在退休后当保姆的老人也越来越少，这必然造成雇保姆的费用上涨；再加上国家延长产假等鼓励政策，全职妈妈势必增多，当全职妈妈会带来的婚姻问题就不多说了，当下婚姻法也没有对其保护条例。。。孩子多是好事，但不要恶性循环	AGAINST
1839	开放二胎	朋友头一次去签证，碰上种场面，真的有点被吓到。这年头，签个证都那么难，国家还开放二胎，政府资源根本跟不上好么	AGAINST
1840	开放二胎	#小律微传播# 2015年的关键词，看看你错过多少～ 1.duang(加特效) 2.头上长草 3.反手摸肚脐 4.小鲜肉逆天，粉丝一大片 5.最霸气的语录叶良辰 6.天津爆炸 7.世界这么大，我想去看看 8.试衣间 9.心机boy的尔康 10.12306验证码 11.杰伦小公举 12.国家开放二胎政策 13.北京雾霾 |福州·上街...	NONE
1841	开放二胎	【失独父母：近四成有自杀倾向】14年前，独子在留学时去世，西芒成了失独妈妈。“去那个世界和儿子在一起”的想法不断在她脑海闪现。调查显示，近四成的失独父母有自杀倾向。心理专家称，丧偶老人的心理危机期约为18个月，丧子约5年，而失独家庭终生都存在自杀倾向。（北青报）http://t.cn/Rqp3VSq	NONE
1842	开放二胎	#社会抚养费去向成谜#国家开放二胎了！ 按以前的惯例抚养费要是用于卫生部计生办这些部门花销之类的！那从今年起国家还要每年拨款几十个亿让她们（所谓）公款出国，公款接待，公款买车吗！	AGAINST
1843	开放二胎	今天办理住院了，明天早上就要进产房了，二宝要与我们见面了！一个人待在医院，老公先回家去，有点想大宝宝了，今天上午跟我来办住院，期间不乖我还打了她，不应该。希望她乖点，明天下午放学再把她接过来！自从怀二胎就没怎么抱过她，以后你会更累些，但也不要忽略对她的管教和要求！	FAVOR
1844	开放二胎	哈哈哈，我是准备生二胎的@Moira_e	FAVOR
1845	开放二胎	作为一个独生子女表示，开放二胎是大大大大大好事啊，省得孩子们人生中有个“兄弟姐妹关系”的严重缺位，这个缺位对人生影响实在太大，连现在大家不愿生二胎甚至不愿生小孩都与这个缺位有着重要的联系。放开一阵子，国家多给补贴，多生点将来的“正常人”吧。	FAVOR
1846	开放二胎	#生孩须排号# 我去！！！！！！！！！！！！这是教育局的规定还是学校私自规定，不管哪个部门，这么干肯定是侵犯了生育权。既然国家开放二胎，学校就该配合。	FAVOR
1847	开放二胎	今天办独生子女证，告知停办问原因，答根据国家人口法，16年1月1日后全面开放二胎，没有独生子女。我续问，我孩子2000年出生，那时候国家人口法是不是独生子女政策，多生还要交社会抚养费，16年元月一日以后出生的孩子按照新人口法，之前的也按照新人口法，拿社会抚养费的老百姓是不是都可以退人家钱？	AGAINST
1848	开放二胎	#看中原#【他们居然干这个】 “二胎政策”开放，瞬间刷爆了朋友圈。政策的出台使得几家欢喜几家忧——欢喜的是不用可以多个孩子陪伴，愁的是生孩子太折腾人。金桥宾馆紧跟您的需求华丽丽的转身——成立了“妇幼.金桥国际月子中心”。戳我看详情↓↓http://t.cn/R4oxdcp	FAVOR
1849	开放二胎	和@博你所爱Sally 小王大夫聊了一个小时电话，知道妇产科真的不容易。现在开放二胎，不管什么年龄都要二胎，25/35/45，不考虑生产的危险性，出现问题就是医生医院的问题。唉小王大夫好心疼你，现在没有休息，睡不好，吃不好，月经提前，痛经。医生好不容易，他们不是服务行业，他们是真的尽职尽责！	AGAINST
1850	开放二胎	本来想给自己充个会员，想想算了，留着钱养二胎吧！还有宇宇新歌打榜呢！我现在都混成这样了以前有点钱就是去吃吃吃啊	FAVOR
1851	开放二胎	不是我不爱国 也不是我崇洋媚外 中国一次次出事 叫我们怎么安心？ 刚开放二胎就弄这事？ 这就是对祖国花朵的保护？ 到现在都没人站出来负责 真是让人寒心啊 #未冷藏疫苗流入18省#	NONE
1852	开放二胎	在国家开放二胎政策的大背景下，我又有了一个三儿子，现在的我，有大儿子，有二儿子，有三儿子，就是还差三个闺女啊！！！！好好挣钱，好好工作，然后，就会有闺女了！！	FAVOR
1853	开放二胎	国家放开二胎政策了，但是很多男人都没有什么兴趣，因为当前经济形势不好，压力太大，不想拼！ 如果国家敢放开娶二房试试？个个都会血拼到底。	AGAINST
1854	开放二胎	#坚持看书100天# 07《富兰克林传》第六-七章 159页起 富兰克林真真是一位思想前卫的智者。国家最近正在治理人口问题，人家在2百多年前就预测，限制当地人口问题的因素将会是“财富”，因为有钱人在结婚、生子问题上会更加“谨慎”。如果我们国家早想到这个问题，现在也不需用#开放二胎# 来坑我们90后了	AGAINST
1855	开放二胎	这个时候开放二胎政策对于人口老龄化的趋势来说，显得仓促。计划生育政策早就应该改革了。 — —「外媒关注中国老龄化：每年新增墓地相当于1/3个巴黎 - 国内新闻 - 中国日报网」 http://t.cn/RGrJ9Hx	FAVOR
1856	开放二胎	经历了雾霾 🌫 假疫苗 流感 10后的孩子要活的多么坚强才能健康长大啊 还开放二胎 环境这么不好 生那么多干嘛	AGAINST
1857	开放二胎	你以为开放二胎是一件多么庆幸的事嘛，家里各位老大，当老二不想上课外班的时候，你就会被麻麻命令陪老二上课外班，然后你就会发现自己坐在一个满是小学生的教室，学着音标 |邯郸	AGAINST
1858	开放二胎	【避免集中怀孕，单位要求生孩子提前一年申请】随着“二胎政策”开放，生宝宝扎堆。为避免员工集中怀孕，长春一单位定新规：想要孩子，须提前一年申请，单位根据个人实际情况，制定“员工生育时间表”，避免让员工集中在同一年扎堆怀孕，影响正常的工作。 http://t.cn/R46Hp1p（新文化报）	NONE
1859	开放二胎	自从放开二胎后，很多四十多五十多的在努力备胎，真的是很拼。	NONE
1860	开放二胎	真的很难过，气候越来越差，风景好的地方越来越被压榨，还继续推广二胎三胎，不是不想让宝宝出生，是地球根本负担不起了，国家除了收钱积极，什么都跟不上实情，真的不是不爱国，是真的不理解到底国家有没有真的关心一下我们能生存多久？	AGAINST
1861	开放二胎	、昨晚新闻播放开放二胎政策 一晚没睡 根本没法睡 . . . . . . . . 整栋楼都在晃	NONE
1862	开放二胎	#老大闹腾# 太久没带老大出门，他变乖了…真的…没有到处跑，全程牵着我。这段时间他也跟着我坐月子，差不多一个月没出去玩过…心疼君君了，二胎对老大没影响是假的。以后妈妈一定陪着你，带你玩儿，以后再带上弟弟。	FAVOR
1863	开放二胎	@半岛都市报-诸城新闻 @新浪山东 都全民开放二胎了山东诸城杨春社区还安排育龄妇女透查？查什么？而且是必须去！！！	FAVOR
1864	开放二胎	看到常外的新闻，终于知道为什么要开放二胎了。	FAVOR
1865	开放二胎	俺生活在这好山好水的地方，小孩也是勤劳勇敢坚强。娱乐新闻那些明星工作那么忙生二胎那么快，咱生活那么严谨，怀二都那么难呢！我也是打算11月左右，几个月过去了没有来呀！真是个顽皮的孩子。	FAVOR
1866	开放二胎	既然国家开放二胎，学校有什么资格限制？这是对女性的歧视，还有政府你既然开放二胎还鼓励二胎就应该做好各方面的工作布施 |记者暗拍....	FAVOR
1867	开放二胎	杯杯们，我们要准备好养二胎了刚好现在开放二胎	FAVOR
1868	开放二胎	你们两个这样有我睡觉的地方吗，？佳佳钥匙没带我打电话给我妈，为什么我不自己早点过去呢，因为我二胎了，真是个好的理由。。。 谢谢老妈了，我真的很懒	FAVOR
1869	开放二胎	新政出来宝宝好方青年女性更受单位歧视找不到工作开放二胎政策却看不到任何一点对女性有利的地方，生活工作甚至是健康都是没点好处再过几年更进一步，晚婚晚孕罚款，不婚不孕判刑	AGAINST
1870	开放二胎	目前来说我跟我先生感情还是很好的。但我能够感觉得出他们那边的长辈包括他自己是希望我们能有一个儿子的，虽然他们一直都说儿子姑娘都一样，前提是二胎开放了有了更多的机会。我觉得这都是场面话。我表姐也是二胎做了性别筛查怀孕中期做掉了。我不想承受这种痛苦。儿子真的是有那么好吗？	NONE
1871	开放二胎	周末朋友一周+的女儿带来家里，简直是遇见有了二胎以后婴儿的待遇，啪一下被打头，大哭………扑通坐下来被坐到手，大哭……… 听见哭声一个劲被打脸说不许哭。 二胎妹妹好可怜………还没怀上就先心疼。	FAVOR
1872	开放二胎	#90后断崖式减少#本人80后，孩子11岁，开放二胎，家里都催促，让我烦不胜烦，老实说生一个我都后悔了，家里条件差，孩子吃的用的都不算好，大人更是缩衣节食，上班带孩，各种辛苦。 我至今都记得我的梦想，那么美的远方，那么令人向往的自由，因为生活的压力，全变成了心向往之去到达不了地方。	AGAINST
1873	开放二胎	#结婚是什么感觉#？！我怎么知道！我连恋爱是什么感觉都还没搞明白我对不起党和国家如沐春风般的二胎政策啊！ |永州·滨江...	FAVOR
1874	开放二胎	现在孕妇吃燕窝，越来越普遍了，以前的女性怀孕后，都是一个劲的鸡汤猛补，卸货以后宝宝大都是巨婴 ，自己也是肥了几圈。现在最好选择燕窝来补充孕期的营养，一来燕窝中富含的唾液酸促进宝宝智力发育， 二来促进表皮细胞分裂，防止肥胖纹，特别是生出来宝宝皮肤好二胎时代，从一碗燕窝开始	FAVOR
1875	开放二胎	哎，我们这孤独的一代，一直想有个哥哥啥的，如果早几年开放二胎政策，我是不抗拒家里多个小跟屁虫的。然而在父母都快退休，我大学都快毕业，做了二十年独生女的时候，我是不能接受家里突然多个都可以做我崽的弟弟或妹妹不知道这种想法是不是有点自私	AGAINST
1876	开放二胎	#工作30年不如买套房#房子不好卖了，政府和开发商开始忽悠大众。开发商拼命圈钱，政府人员圈钱为政绩或人私囊。开放二胎也是因为这个。	AGAINST
1877	开放二胎	#吴磊的后妈# 姚晨坏二胎 不要她当磊磊后妈，还我们磊磊，哭～ @吴磊LEO 	NONE
1878	开放二胎	#非法鉴定性别罚3万#罚3万太轻了。重男轻女拼命生的人，不会在乎这三万。不过国家禁止了这么多年，身边还是一堆人想尽一切办法查。这次开放二胎，本身高龄有风险，查到是男孩了才去拼的，大有人在。	NONE
1879	开放二胎	关于取消晚婚假这个事我真的是很无语，首先你开放二胎就要取消晚婚假吗？两者冲突吗？其次，几天的婚假能干嘛？准备和度蜜月哪儿够？而且中国的假期本来就很少了。最后，晚婚已经够造孽了，还要剥夺我那么一点点的好处，真的是造了天大的孽！	AGAINST
1880	开放二胎	【不同类型的女权主义】「自由女权主义(liberal feminism)认为，女性和男性应具有同等的政治、法律、经济和受教育的权利与机会。自由女权主义者倡导改革，他们的目标是改变对女性不公平的态度和法律，使教育、就业和政治机会平等化。例如，他们寻求创造一种鼓励女性在所有学术领域发展的教育环境，去	NONE
1881	开放二胎	和老公一起看着儿子的睡颜，说二胎我想生个女孩！可是我又心疼女孩要生育，如果二胎还是男孩子，两男孩要天天打架，我很头疼啊！哥哥妹妹就很美丽的画面啊！哥哥照顾妹妹！老公一直没支声，我以为他没放心上。结果今儿起来，老公乱神秘的跟我说：“你猜我昨晚梦到什么？梦到我们生了个女儿哎！”	FAVOR
1882	开放二胎	#姚晨怀二胎# 4月24日，《梦想合伙人》在京举办首映礼，导演张太维携主演姚晨、唐嫣、郝蕾、李晨与UNIQ组合亮相。发布会现场，姚晨首度确认已怀二胎：“我正在以实际行动响应二胎政策，大概11月份的时候就要给小土豆添一个小伙伴了（小萝卜？）。”	FAVOR
1883	开放二胎	#姚晨怀二胎# 国家开发二孩政策了，但很多男同胞都不愿意配合。表示压力太大。如果开放的是二房政策，肯定都是打了鸡血一样奋斗。等老了姐俩也好有个商量“姐，这老家伙瘫痪了咋办？”“妹，下点药弄死他？”“好嘞！妥妥地！”	NONE
1884	开放二胎	二胎了 小伙伴们替我想个名字	FAVOR
1885	开放二胎	#亚洲首部VR故事长片#90后断崖式减少一会儿鼓励生育，然后又嫌人口太多，所以计划生育,再然后劳动力不足开放二胎，现在还说什么我都开放了你为什么不生？你特么说生就生啊！婚假都没了！自己都养不活了！你们嘴巴一张就一个新政策的，	AGAINST
1886	开放二胎	“只允許生一個” 和“允許生兩個”沒有什麼本質區別。子宮長在我身上 ，“允許”二字本身就是對女性生育權利的踐踏。就因為妳一個政策，老娘沒有了兄弟姐妹 現在缺人了，也不要指望著老娘為中國人口做貢獻	AGAINST
1887	开放二胎	#7岁女童按完门铃不见人#就是中国法律不严谨，还有一些自以为是专家乱放屁，才会有更多人贩子，这回专家怎么不说了？你怎么不给分析分析了？都上家门口抢了这他妈社会还有救吗？还生个屁二胎，生那么多给人贩子卖钱用啊！	AGAINST
1888	开放二胎	#梦想合伙人姚晨怀二胎# 二胎政策开放了！生孩子的多！纸尿裤生意必火！我也是有梦想的！想创业的宝妈加我吧！是微商小白不要紧，我培训帮你成长，lyn8751	FAVOR
1889	开放二胎	#姚晨怀二胎# @姚晨 在电影《梦想合伙人》首映礼上宣布自己怀上二胎，很幽默地说：“我积极响应国家的二胎政策，11月份的时候就要给小土豆添一个小伙伴了。”明星由于工作忙，东奔西走，很多人不愿意多生孩子。看来姚晨酷爱小孩。 |秒拍视频	FAVOR
1890	开放二胎	#姚晨怀二胎#姚晨怀二胎网友最关注的三个问题：1、姚晨会生三胎、四胎吗？2、第一胎叫小土豆，第二胎会叫小地瓜吗？或者小南瓜什么的……3、姚晨想生儿子还是女儿？	NONE
1891	开放二胎	我们居然成了最后的“独生子女”！这年头，上学、就业、看病依然困难！不反对生二胎，只是想说，对待“开放二胎”的政策要理性，毕竟政府不会帮你养！各种困难还是要自己去面对！	NONE
1892	开放二胎	现在都开放二胎，产假也随之延长，悲催的我们被集团压榨，只给两个月产假，产假期间工资还只发一半，天理难容了	FAVOR
1893	开放二胎	当五岁小正太知道自己要当哥哥时候的反应......好有爱。|秒拍视频	FAVOR
1894	开放二胎	#未冷藏疫苗流入18省#搞不懂国家还开放二胎干嘛？一胎都快保不住了！这绝不止是这对母女的问题！疫苗这么重要的东西竟然个人买卖！从来都没有监管部门吗！这就是我们的祖国！好担心我大阿皮打的都是自费疫苗 |大庆·唐人...	AGAINST
1895	开放二胎	越来越喜欢看中央新闻，领导人的回答将中庸之道用的特别好。对全国医保联网，及开放二胎保障女性权益等方面问题解决很是期待。	FAVOR
1896	开放二胎	半年前跟上了二胎的潮流，小逗呱呱来到我的身边，重温着育儿的酸酸甜甜，多了一份幸福，多了一份责任，可爱的你总能给我很多的惊喜，撒娇、耍赖、逗人开心是你屡试不爽的绝活爸爸妈妈和哥哥会陪着小宝贝快乐、幸福的成长噢祝贺我们的小宝贝半岁快乐	FAVOR
1897	开放二胎	#从很久很久以前到很久很久以后#开学好久没回家了。这日，二姐：五一节回来不？陈：要。【想到去年开始二姐正怀二胎】姐，你快生了吧？二姐：还有个多月。陈萧瞳孔放大：“个多月。个多月！”于是跑去问自个爸妈：二姐还有个多月就要生了。我需要准备点啥？！【来自陈萧莫名的紧张】	FAVOR
1898	开放二胎	现在二胎开放了，大家都准备个凑个“好”字。美国测男女宝宝试纸，宝宝性别早知道，能达到98%。怀孕5周以上就能测出来。选择性堕胎的请绕道	FAVOR
1899	开放二胎	【黑龙江边境居民可生三胎 受访者：培养一个已经很累了】日前，黑龙江修改人口与计划生育条例，明确除少数民族和特殊家庭外，边境城市人口也可生育三胎。但经济发展较好的边境地区女性，生育意愿并不强烈。有人称“培养一个孩子已经很累了”。 “我连二胎都不想生，还生三胎吗?”	AGAINST
1900	开放二胎	全面开放二胎政策之后，引起了全民热议，大家纷纷讨论：现在让生二胎了，到底是生还是不生呢？这是个问题。	NONE
1901	开放二胎	近日，欣闻祖国开放二胎，我村各族人民鸡飞狗跳，地动山摇，马震，车震，楼震，地震，用实际行动表示欢迎！以前家里就一个孩子，说不得碰不得，现在终于可以往死里打了！鉴于有些一孩对二孩十分排斥，建议未来的家长摆对姿势，尽量生双胞胎，不行就先生二孩，再生一孩！免得麻烦！	AGAINST
1902	开放二胎	最近，距国家二胎政策之后，有些地区正酝酿开放三胎政策！现在房地产、经济低迷，那就开放二胎、三胎吧！两个儿子两套房，三个儿子三套房！这样就可以拉动“孩子经济”，房价要高、建材、钢材、水泥建筑、装潢、征地、农民工等一大批产业大军又迎来春天，生吧！让二胎三胎来的更猛烈一些吧！	NONE
1903	开放二胎	公共服务根本跟不上，制定政策者也没有全盘考虑问题，城镇化加放宽二胎这导致医疗，教育，交通等公共服务压力猛增，社会矛盾更加突出，我看政府拿啥应对……	AGAINST
1904	开放二胎	本来生孩子就痛，养个孩子压力本来就大，生了出门还恨不得拿链子拽着，还得随时做好保护孩子与抢人贩决一死战的准备，这社会怎么了，别说二胎，一胎都不敢生，养不起，伤不起@全球儿童安全组织 @公安局 @平安茂名	AGAINST
1905	开放二胎	某女说 傻逼才二胎 结果自己二胎了 某白富美说 过三年二胎 然后默默的二胎了 我这个天天喊要二胎的 然后坚持着再缓缓 我咋感觉我拖后腿了呢 心慌慌的 稳住 稳住 因为我要个天蝎座的娃	FAVOR
1906	开放二胎	#二胎指南#【再生一个 你不得不考虑6个问题】 备孕坊提示：二胎政策的确是放宽了。但是，你准备好了迎接第二个孩子的到来吗?对家庭来说是否再要一个孩子常常取决于家庭的经济状况和照顾孩子方面的问题。当考虑再要一个孩子时不要小看了这些因素。更多备孕知识请关注@备孕坊 备孕坊-祝你好孕!	FAVOR
1907	开放二胎	前几日看了篇文章叫中国式家庭＝缺失的父亲+焦虑的母亲+失控的孩子，我觉得我们很符合。我现在只想说没空陪孩子的家长就别要孩子更别要二胎，别以挣钱工作为理由，你更需要的生活，知道吗？	AGAINST
1908	开放二胎	亲爱的爸妈吖，大半夜的又嘟嘟让我们要二胎，你们能歇歇吗？别再为我们超心了，我们已经长大了。	AGAINST
1909	开放二胎	从开放二胎到全面二孩才过了几天，我看看再过几天会出单身税233	AGAINST
1910	开放二胎	全民生娃，绝经的阿姨都想生，也不想想中国装的下那么多人吗13亿多	AGAINST
1911	开放二胎	二胎啦！推荐一些好用的给你们！#孕期用品分享# @孕事 @孕女王 @怀孕280天	FAVOR
1912	开放二胎	中国计划生育强行上环不花钱，开放二胎政策……拆环叫自愿，自费的……… |广州·天河...	NONE
1913	开放二胎	就觉得挺搞笑的好伐。国家突然觉得人多了，于是，都给我计划生育，超生罚款，上环节育！国家突然觉得人少了，于是，开放二胎，大家好好给我生！以前街道会成箱的发避孕套，现在会改成成箱的发用针捅了小眼的避孕套了吧	AGAINST
1914	开放二胎	好希望自己是个男人，然后有很多小孩，好希望再有孩子，但不想自己生，好多人生二胎了，好想再有个宝。可我一想到老大还要我辅导攻课，小的怎么带？还有些理想没做，再生个啥也别想，未来两个娃又是会不会争产而反目。也许该去求下，其实真想要个儿子。就等天时地利人和了	FAVOR
1915	开放二胎	二胎是股强烈的风呀我只盼我的头胎顺顺利利健健康康的出来~	NONE
1916	开放二胎	小宝的家庭作业没写完，老师告诉他要请家长，他说：“爸爸妈妈不在家，能让舅舅来吗？”老师说可以。 于是下午，小宝背着自己未满1周岁的舅舅来到了学校。《论全面开放二胎政策的重要性》	NONE
1917	开放二胎	“妈，我今儿把话撂这了，你要是敢生二胎，我就敢死！”这熊孩子|秒拍视频	AGAINST
1918	开放二胎	我们这一代人，冒着计划生育的风险出生，没能赶上义务教育，好不容易步入了晚婚行列，结果取消了晚婚的优惠政策，当我们规划未来一个孩子该如何养育的时候，结果又收到了开放二胎的政策。	AGAINST
1919	开放二胎	等等…开放二胎这个事情…下次再万一写到出柜之类的时候…就能让家长说“没事儿，就当没你这个儿子，我跟你爸再生个二胎”之类的了啊！卧槽，瞬间感觉好大一个虐点就这么轻轻松松地化解了是怎么回事……	NONE
1920	开放二胎	#教育部副部长郝平访谈# 我向 @微言教育 提问：私立的幼儿园收费较高，而很多公立的幼儿园，一般家庭条件的孩子根本没有优势入读，因此导致很多无办校资格的黑幼儿园应景而生，现如今开放二胎，未来会更多类似的问题，教育法能出台相关的政策来帮助幼儿能接受好的教育吗？	AGAINST
1921	开放二胎	【原来二胎可以是这样的……】一起来感受下有姐姐的幸福吧。那个年代，父母要干活，留下兄弟姐妹在家，大的照顾小... http://t.cn/Rq0JRYK |泉州·金龙...	FAVOR
1922	开放二胎	被SK-II的广告刷屏了，H小姐没有独身精神，但是有意无意得单身到现在，虽然山高皇帝远，但是有时候还是会被亲情绑架。逼婚其实和独生子女、开放二胎之类的政策一样，仔细想想都极度泯灭人性，如果结婚被当成是一种任务，H宁可不要，人生苦短，何必自寻烦恼。H小姐之母没有玩微博，估计看到会被气死，哈	AGAINST
1923	开放二胎	《鼠来宝4：萌在囧途》通过这趟旅途让迈尔斯和3只花栗鼠收获了宝贵的友谊和亲情，他们其实是害怕失去父母的爱，不想和别人共享这份爱，才会做出如此荒唐的举动，以为他们不在一起就可以独占亲情，殊不知爱是可以叠加可以分享的，此次旅途也让他们成长懂事许多。其实中国开放二胎，多个伴才有完整的爱。	FAVOR
1924	开放二胎	自从你国开放二胎政策 屌癌妇女已经开始变着花样灌鸡汤了啧 每次这时候就特别庆幸自己有一个太好的妈妈 从小灌输的思想就是“女孩子就应该靠自己趁着还年轻多出去闯荡多长见识 结婚生子什么的自己开心就好” 也从没抱怨过我没有所谓的“女孩样子” 虽然我成了一个女权癌但至少比屌癌要好太多	NONE
1925	开放二胎	#法定婚龄降到18岁#是要回归原始时代吗卧槽，开放二胎取消晚婚晚育假期，还尼玛的要提前法定婚龄！	AGAINST
1926	开放二胎	回应家人的各种催，我也只有一句话：现在开放二胎了，爸妈，你们可以再生一个，不要把希望寄托在我这里，嗯。	FAVOR
1927	开放二胎	老姐说她怀孕了，这次希望生个女儿。感觉好快，大我一岁多就怀二胎了。不过觉得也不快了，距离她初中毕业也N多年了。妹纸不读书大多数都很快转变角色了	FAVOR
1928	开放二胎	今天看完了莫言先生的一篇小说《蛙》，《蛙》是一篇描述中国计划生育的长篇小说，看完以后更便于我们这些年轻人了解不久前开放二胎政策的意义	FAVOR
1929	开放二胎	#二胎# 陪豆豆上了两节课腰酸背疼，尤其是吉他课灿果一直动呀动，估计嫌弃他们太吵了	FAVOR
1930	开放二胎	开始灌输给老公不要二胎的概念，但是每次提到他都会不高兴。但是一个，我都没有时间生，没有钱力养，两个？宁可他跟别人生。贫贱夫妻百事哀～不仅贫钱还贫情，就更哀了。	AGAINST
